,id,est_diameter_max,relative_velocity,miss_distance,absolute_magnitude,hazardous
8490,2449089,0.5675968529,74884.45960025424,70647450.86454752,20.1,False
8493,3694787,0.0714562102,30320.161832407903,15645758.329967152,24.6,False
8494,3702671,0.0430566244,29197.389487982324,32463148.52377477,25.7,False
8496,3716630,0.5943468684,56390.87391749632,51081923.846083805,20.0,False
8497,3735181,0.0098637028,19598.50040877212,21545232.2292751,28.9,False
8498,3776112,0.4508582062,71287.64407838855,60716211.35115834,20.6,False
8499,3892695,0.130028927,75691.55856198267,48885057.31638233,23.3,False
8500,54054781,0.0682401509,41776.48469449524,34788057.56063367,24.7,False
8501,54076934,0.2978790628,67330.90010377944,53832501.6839752,21.5,False
8502,54255810,0.2884297004,55120.78901078415,51280568.59399399,21.57,False
8503,2357028,0.7799019007,85446.58343165,49559229.88921677,19.41,True
8504,2437994,1.9056361323,84271.3181099737,71398498.5365546,17.47,False
8505,3164414,0.0899580388,57724.6735100542,5871042.728371816,24.1,False
8506,3353632,0.5420507863,93545.901405729,26943601.311926942,20.2,False
8508,3696015,0.0748238376,36338.60458092905,22985701.32614231,24.5,False
8514,54106343,0.0783501764,60561.14142034244,37766751.52704513,24.4,False
8516,54240412,0.1548959201,51335.88154899039,47326270.701097526,22.92,False
8519,3788143,0.0941976306,45797.147147534255,24264890.938542333,24.0,False
8522,2065706,2.978790628,71569.2030669814,69978628.26154986,16.5,False
8523,2068950,3.1771665298,61518.660150354575,43251762.01493874,16.36,True
8524,2069230,1.8708543531,66466.15464383457,36810021.95766621,17.51,True
8525,2345813,1.6905965516,117116.28815903774,37792288.56578664,17.73,False
8527,3805268,0.0567596853,64429.25663036768,40701773.724693805,25.1,False
8531,54093080,0.1486072436,66953.42950556047,36632313.46607004,23.01,False
8532,2180186,1.8881651553,48039.9980857837,23606044.116915792,17.49,True
8533,2503941,0.7482383761,88301.54759542311,5847595.062410352,19.5,True
8534,3163738,0.2477650126,32698.0737322889,3299739.190070354,21.9,True
8535,3439478,0.1361570015,32883.60503038162,51404568.262329556,23.2,False
8537,3734563,0.0450858206,66566.8978950394,30626990.115068644,25.6,False
8538,3761197,0.0567596853,21741.281277868085,20228088.685314972,25.1,False
8539,3879536,0.0149293183,25592.462398642125,30431168.848185252,28.0,False
8541,3163747,0.130028927,26697.5071473139,7066641.396833961,23.3,False
8543,3479014,0.1492931834,28655.245049491285,30533276.444259882,23.0,False
8544,3653213,0.0342010925,37300.7645964203,38576537.365238406,26.2,False
8545,3655395,0.0430566244,18173.08552832453,19630641.62165487,25.7,False
8547,3720439,0.4721064988,80651.23074395084,57481755.39847812,20.5,False
8548,3769816,0.1361570015,101977.11893028147,37921098.1138143,23.2,False
8550,3836302,0.3420109247,105023.4512815741,35623844.576239325,21.2,False
8551,54054747,0.2716689341,53266.67728160919,38231259.47305395,21.7,True
8552,54101665,0.0496638037,16086.692145333218,29531930.332488686,25.39,False
8553,2474179,0.912094798,56883.89490119903,41865571.72816592,19.07,False
8554,3164415,0.0472106499,31678.5959510962,6120757.791046143,25.5,False
8555,3583386,0.1968067451,33164.02917797456,52496030.136101164,22.4,False
8557,3788165,0.1032856481,65031.690421125204,47950083.54187958,23.8,False
8558,3879138,0.1794898848,67695.54018441305,42869921.52506213,22.6,False
8559,54016686,0.0748238376,93744.282791364,38246929.869259514,24.5,False
8560,54076932,0.0206081961,36813.36924589656,34698239.86615598,27.3,False
8563,3733300,0.1794898848,50236.03207699313,28661393.92555259,22.6,False
8564,3788893,0.2259643771,75882.33010608712,31414124.365716867,22.1,False
8565,3944182,0.0225964377,27199.296064591777,33728340.12910794,27.1,False
8567,2499582,0.4699373665,31221.145164703765,45542605.580130495,20.51,True
8568,3358116,0.358129403,55793.34451437553,52162278.08698378,21.1,False
8569,3763545,0.411187571,48448.815974363504,62018726.74814586,20.8,False
8570,54147134,0.0351592805,47700.185654633366,26979726.100856036,26.14,False
8571,2065803,1.4455728362,21643.8932176894,7183323.711251258,18.07,True
8572,2162000,0.7835017643,59406.6793680905,35284657.38404063,19.4,True
8573,2483423,0.5176544822,102884.04343216628,50946160.21189761,20.3,True
8574,3440770,0.0450858206,28227.533063520616,38558818.72174614,25.6,False
8575,3589303,0.0986370281,78522.4824586583,38988063.63556915,23.9,False
8576,3733942,0.2432427915,29754.76563224414,45043456.98301339,21.94,False
8577,3803904,0.3076379996,64348.73887497623,49977560.54728489,21.43,False
8578,3836114,0.0284472297,45769.97440183901,45433883.915239215,26.6,False
8579,3888721,0.0859092601,30935.874954970204,28614655.11725772,24.2,False
8582,54220861,0.0835679943,66409.21136612156,40994056.54569637,24.26,False
8583,2096590,3.2065644897,50922.29052008312,46993446.20582078,16.34,False
8585,3163748,0.5176544822,45356.261600485246,37734287.45201639,20.3,False
8586,3167346,0.1968067451,42383.0049244333,45497026.85906143,22.4,False
8588,3550464,0.2978790628,73177.5133613838,22400373.04131964,21.5,True
8589,3553169,0.3076379996,54096.94173725879,44660730.376084134,21.43,True
8590,3759000,0.1492931834,64176.03795482306,44668364.63198008,23.0,False
8593,54017543,0.0941976306,27388.374855258066,30144602.721362665,24.0,False
8594,3394074,0.0358129403,59240.29640474184,42982217.118306324,26.1,False
8596,3638466,0.2716689341,66938.69444548355,14152107.022765335,21.7,True
8597,3696014,0.459240286,85501.47272312304,47613897.23189985,20.56,False
8598,3892772,0.1185877909,69211.97884008763,44835321.15606681,23.5,False
8600,2344756,0.411187571,19102.6501509306,60534255.494575195,20.8,False
8602,3167340,0.8995803882,128402.7589915094,42304063.06393145,19.1,True
8603,3771452,0.2844722965,53177.4464580894,38082149.795132995,21.6,True
8606,54103335,0.0534613571,31455.8851972259,38083086.51715578,25.23,False
8607,3177197,0.0783501764,38534.01593398296,36109725.036933266,24.4,False
8609,3651225,0.130028927,14643.267274687025,31455682.79612085,23.3,False
8610,3718277,0.0472106499,67420.57904224207,56315083.65233618,25.5,False
8612,3163762,0.5129085974,47493.335920723344,53604793.51516297,20.32,False
8614,3763940,0.0297879063,39821.75362218027,33422023.777706426,26.5,False
8617,3819573,0.1425738833,43122.96162755161,36363687.76656859,23.1,False
8619,3884013,0.0517654482,98712.2545885062,34856782.59522154,25.3,False
8621,54130072,0.0371569432,30513.202463866433,28206308.968799867,26.02,False
8622,54137809,0.2679414966,81018.82147728834,47503793.61346728,21.73,True
8623,3476774,0.3435895754,60013.76566137187,43931453.72825978,21.19,False
8630,3167358,0.1879489824,97212.9505829738,5854795.412343874,22.5,False
8631,3179358,0.0986370281,43456.8626846131,31381555.065624118,23.9,False
8634,3844025,0.0297879063,27820.83612312255,1716186.659921491,26.5,False
8636,2066959,2.8186423881,56337.0084488428,47604711.48635472,16.62,False
8638,3653694,0.1714115092,51364.74202158997,11957092.811272232,22.7,False
8641,3163759,0.0986370281,37956.53222185625,5550832.773615791,23.9,False
8642,3164411,0.5675968529,40629.73092502645,56035816.19116728,20.1,False
8643,3392298,0.0682401509,66901.26405517873,37852392.34033578,24.7,False
8645,3471974,0.0859092601,24865.14516910637,27079194.891482417,24.2,False
8647,3656792,0.0136157002,19183.22238579418,22018228.62940765,28.2,False
8648,3712665,0.0887237683,21344.88724309579,30377036.152610097,24.13,False
8650,54235677,0.1132504611,50089.23692148322,35031142.016862355,23.6,False
8653,2152563,0.6516883822,42441.65068088706,37899499.810630634,19.8,False
8654,3167368,0.8670416872,54078.6880026472,60528896.38596478,19.18,False
8659,54016817,0.0247765013,46846.072005374655,39571857.67530466,26.9,False
8660,2152680,0.7835017643,80110.36522001198,53746863.419883415,19.4,True
8661,2436774,1.1968507018,61733.26243727274,45047775.6551074,18.48,True
8663,3184470,0.2157943048,38490.03046765972,43419393.75144566,22.2,False
8665,3620669,0.0622357573,27387.2508257846,17072976.838882487,24.9,False
8666,3654382,0.0594346868,39493.1303513455,8881346.601711597,25.0,False
8667,3764822,0.1794898848,33661.58429683088,40161951.03750134,22.6,False
8671,2090373,1.1118340719,16337.373717769999,52750638.41644901,18.64,False
8673,3167363,0.2060819612,24811.363676894747,31382061.67133098,22.3,False
8674,3390109,0.0108153351,23151.816555706446,27803237.143031962,28.7,False
8681,54076016,0.0714562102,39531.71739514985,28911041.334460184,24.6,False
8683,2229007,2.5005755404,132117.22751874095,38309018.32096687,16.88,False
8684,3163749,0.0820427065,24826.5858357145,12298129.98344678,24.3,False
8685,3170244,0.7145621017,69684.8274339458,61692607.28109049,19.6,False
8686,3427520,0.6516883822,34761.229282572254,65398134.27640484,19.8,False
8688,3802000,0.0247765013,31648.0637286792,43639325.2374065,26.9,False
8690,3167369,0.0783501764,25793.0638003331,4625837.720373198,24.4,False
8696,54223846,0.2704207287,73899.44875529685,43654655.21982987,21.71,False
8697,2085774,0.912094798,37368.93157866692,41733788.009924985,19.07,True
8698,2226554,0.7482383761,35380.00625198849,42456364.21232172,19.5,True
8699,3167365,0.0284472297,25881.2509458956,1748266.187807699,26.6,False
8701,3768618,0.0820427065,24479.605897779544,45498749.06678415,24.3,False
8702,3836660,0.2477650126,86714.80278709752,50094411.66793871,21.9,False
8703,3879317,0.6516883822,34707.7847382358,71697699.1235256,19.8,False
8704,3479013,0.1196850702,67922.18163805561,6587606.765479355,23.48,False
8705,3735995,0.0215794305,27329.86638603411,34248654.29550405,27.2,False
8707,3792438,0.0342010925,53223.0905647052,41556378.48326067,26.2,False
8708,3795061,0.0142573883,26167.558238869362,33081006.368906476,28.1,False
8709,3799681,0.0941976306,55027.15354306893,44150288.43405294,24.0,False
8715,3764800,0.0820427065,25626.001064830936,20467363.442293484,24.3,False
8718,54101720,0.0517654482,20736.2238199789,12590498.428214973,25.3,False
8719,54230081,0.0805452583,43419.57203911549,42312068.83732788,24.34,False
8723,3825124,0.0724502651,31832.38581497223,32118506.697317045,24.57,False
8726,3840739,0.0206081961,27538.16822876337,26223794.115683895,27.3,False
8727,54097968,0.250057554,47980.583116689595,30910049.04324732,21.88,True
8728,54194972,0.0839537266,76633.41314706777,44325428.54770476,24.25,False
8730,2329614,1.644523102,73509.90697792996,32233394.77078504,17.79,True
8731,2497174,0.3119176705,53361.95688387012,55171498.42295116,21.4,False
8732,3274691,0.0748238376,45695.521223157346,42115113.16007244,24.5,False
8733,3523944,0.1247498347,33072.19691450716,22049125.76714493,23.39,False
8735,3702918,0.0986370281,30290.09206898403,50287804.29942142,23.9,False
8736,3789471,0.0986370281,36848.57025723911,49389936.43631061,23.9,False
8737,3790065,0.0142573883,27556.28422234196,26840822.922743198,28.1,False
8738,54087741,0.1032856481,69127.6907048182,43033963.10868007,23.8,False
8741,2162039,0.912094798,79966.7889303647,45195881.68802443,19.07,True
8744,2504887,0.6516883822,49993.01730140736,35959774.824056655,19.8,False
8747,3169269,0.0392681082,70710.7996424981,1643548.755912363,25.9,False
8748,3170216,0.4508582062,55306.3749614258,29359635.410821177,20.6,False
8749,3516489,0.1879489824,29004.44751125702,30927633.352838926,22.5,False
8753,3764835,0.0859092601,38329.90449838223,49785339.65358546,24.2,False
8756,54226110,0.0215794305,58112.12315469415,41541365.09961807,27.2,False
8757,2244977,1.2360612132,50744.715726920775,39508165.84983308,18.41,True
8759,54145579,0.0494356193,23968.81582104874,26187841.567315154,25.4,False
8761,2204131,0.6252302454,64853.97320047819,50408579.49375359,19.89,False
8765,3591612,0.2594418179,32269.685416304063,43526851.62098733,21.8,False
8767,3619273,0.0986370281,57972.44607692763,39573306.471085794,23.9,False
8768,54228591,0.0578149266,27487.637220559685,27545778.064961582,25.06,False
8769,2162783,0.4305662442,28536.014273081102,43586459.530391745,20.7,True
8770,3169265,0.4943561926,50341.7159814287,16796239.890510377,20.4,True
8771,3169272,0.0271668934,53328.038215328765,15294080.514618563,26.7,False
8773,3836316,0.0941976306,25361.840377690514,50349180.0718627,24.0,False
8775,3825166,0.1032856481,47904.631426949774,38168365.78026841,23.8,False
8776,3841674,0.0113250461,39004.99702696175,40947648.9890265,28.6,False
8779,3031176,0.1224728936,56921.37273785676,46108743.441463016,23.43,False
8781,3167345,0.2978790628,62253.6709920335,39802683.120899245,21.5,True
8783,3789638,0.411187571,35524.44623940086,68122529.46965718,20.8,False
8785,3872622,0.0430566244,52605.08374060396,18826888.187585417,25.7,False
8786,3893864,0.0411187571,23971.6907017819,46393748.19362473,25.8,False
8789,3163745,0.7178603705,52093.1260541362,41713224.22687563,19.59,False
8790,3167343,0.1361570015,45444.418667539074,13064622.505568793,23.2,False
8791,3169274,0.0472106499,28587.3457278465,18676729.322580963,25.5,False
8792,3170218,0.3750075218,79931.0588471341,20864837.916877422,21.0,True
8798,54016727,0.0271668934,31459.59867742713,44640202.779762216,26.7,False
8799,54157820,0.0296510433,40835.0034580676,31430389.1478304,26.51,False
8801,3399085,0.0358129403,26288.07535314131,36992407.9025929,26.1,False
8802,3632240,0.0375007522,14594.5678992654,33839921.464703836,26.0,False
8803,3764720,0.0472106499,30010.712747797934,42837022.51001725,25.5,False
8804,3802406,0.016369672,24301.725824605095,27286801.26040085,27.8,False
8808,2140158,1.2135005535,50571.89930418516,37753350.97786666,18.45,True
8809,2488698,0.7047579421,88469.45651027563,46749314.250346534,19.63,False
8810,2523811,0.3926810818,29810.97345084862,29783005.491125736,20.9,False
8811,3160789,0.9863702813,13793.9043913618,36814862.81010133,18.9,False
8812,3167364,0.1563291544,47625.384384217,48805665.69373713,22.9,False
8813,3170212,0.2594418179,53881.443043926294,28214112.52749146,21.8,True
8816,3765014,0.0517654482,49613.22566178383,42316458.91398122,25.3,False
8818,2309662,0.6516883822,43594.925228834545,40201628.421794645,19.8,False
8820,3362876,0.1032856481,38533.46312754184,30320708.30768528,23.8,False
8823,3774134,0.0411187571,28632.781642684622,28553653.521146,25.8,False
8826,2450259,0.6982966825,49271.6081004838,50144951.08928314,19.65,False
8827,2524150,0.5176544822,44970.304015300935,40635004.81938755,20.3,False
8828,3738910,0.1636967205,10366.371408248766,51689793.24574357,22.8,False
8830,54224421,0.0751692087,68624.27363744822,43546135.94631248,24.49,False
8832,3398062,0.1492931834,37132.33430901847,47507691.21428877,23.0,False
8835,3745503,0.0622357573,27423.433752571873,39153783.79405525,24.9,False
8839,54016766,0.0682401509,19795.605238230997,44697584.54588417,24.7,False
8845,2508908,0.3926810818,45049.62747305284,40820735.206542596,20.9,True
8847,3309828,0.4467247133,64875.46232437008,50176940.18089366,20.62,True
8848,3410534,0.0271668934,39564.97778488027,40431566.65104156,26.7,False
8849,3751727,0.1745982871,18650.42634092304,38511957.748714,22.66,False
8850,3760889,1.3244634524,102326.19808038512,69729822.30513152,18.26,False
8853,3905997,0.0783501764,54383.40045401956,39495676.07700459,24.4,False
8854,54016760,0.1794898848,38833.95768597138,54160105.00232992,22.6,False
8856,2613286,0.4467247133,64875.462240001856,50176940.18650358,20.62,True
8858,3170213,0.2366137501,23756.5421912823,26518743.3012878,22.0,False
8859,3647273,0.5834988155,72025.86241826827,60879738.73681724,20.04,False
8860,3699952,0.2716689341,49418.75626037875,56382186.347889885,21.7,False
8861,3842764,0.2157943048,36479.17478062181,53078287.95555897,22.2,False
8862,3163741,0.4305662442,15543.7304844745,37149809.40419457,20.7,False
8864,3620866,0.2060819612,38867.717695061,32948415.719754763,22.3,False
8873,3942366,0.0297879063,24389.303442491597,38171808.98593014,26.5,False
8874,54268448,0.0049435619,32258.89169034228,33228431.629040465,30.4,False
8876,2140928,1.3868834919,43249.789015050934,55631893.56319058,18.16,False
8877,2497094,0.9818383215,37132.6946220094,55284341.93634595,18.91,False
8878,2516984,1.4257388333,73279.4727533987,49339803.696775764,18.1,False
8881,3739259,0.0820427065,29756.583762360482,21928068.425620012,24.3,False
8882,54099946,0.2060819612,38426.201699960766,61213095.047494166,22.3,False
8883,54249335,0.0575492912,28927.414326795497,28683989.492303062,25.07,False
8885,3304382,0.776318577,72275.73536012687,47953335.529466115,19.42,False
8891,3893339,0.0682401509,20827.63105954575,10477589.489252986,24.7,False
8892,54225500,0.0950692305,39190.126752729,29490790.062538866,23.98,False
8893,2276660,1.30028927,56253.8678014728,48123337.59898764,18.3,False
8894,3170235,0.0783501764,30693.6553564626,5083694.971643527,24.4,False
8895,3542517,0.0284472297,29287.4734723609,53496661.08553095,26.6,False
8896,3620671,0.0392681082,62100.91456209901,15635175.860418158,25.9,False
8897,3841899,0.2366137501,34226.10301249355,59317583.90487858,22.0,False
8898,54097868,0.0139971617,48504.620995433295,43926351.252658255,28.14,False
8899,54099602,0.1361570015,11135.324182350501,38809307.14058262,23.2,False
8900,54131391,0.0875064325,64100.021392904724,43852281.180065736,24.16,False
8902,3620865,0.2060819612,57846.75954663129,54563402.31220734,22.3,False
8904,3771639,0.1132504611,58897.8335757395,35517786.396229975,23.6,False
8905,3789470,0.3750075218,83227.78570693407,42028345.37446697,21.0,False
8907,54214066,0.0583498816,38432.68165131808,36492017.6926052,25.04,False
8908,3013066,0.8831611957,93190.1627661703,30287093.93956172,19.14,True
8911,3337315,0.0494356193,45241.60903986817,31704691.82790776,25.4,False
8912,3363429,0.0567596853,54687.85751732661,42324948.115311146,25.1,False
8914,3735549,0.0247765013,47350.9727964696,27594107.438949708,26.9,False
8915,3838259,0.2366137501,46434.14392232438,26393944.10190009,22.0,True
8916,2612050,0.8831611957,93190.16279515659,30287093.934575126,19.14,True
8918,3170205,0.1563291544,48399.9903582894,3887474.140599839,22.9,False
8920,3591616,0.0714562102,18935.9097481349,14957014.173559975,24.6,False
8922,3739415,0.1241766613,37058.398039266205,41784925.79781643,23.4,False
8924,3770148,0.0594346868,47235.2421058966,32200143.59238099,25.0,False
8926,3831475,0.0271668934,44321.339233729894,39401339.003198616,26.7,False
8932,54235666,0.0174598287,43330.640384982835,11795412.828872742,27.66,False
8933,3327361,0.1492931834,62085.89413026888,44940491.040486716,23.0,False
8935,3624741,0.9954970531,98632.61525866715,63058555.63964468,18.88,True
8937,3738552,0.0411187571,37760.488560774196,33250976.316773355,25.8,False
8940,54097863,0.009247833,14218.136346416395,14416283.045822041,29.04,False
8943,3170215,0.5370812349,90044.81436582193,43398778.52382594,20.22,False
8944,3170225,0.0411187571,13883.8767748159,8825711.916807735,25.8,False
8947,3369849,0.8590926012,8741.15560158575,63964381.48362175,19.2,False
8952,3842877,0.1132504611,43681.9846787312,46353301.77505173,23.6,False
8955,3608404,0.6457136672,38728.6685728801,21919509.751959868,19.82,False
8956,3695735,0.2466266358,28967.308055289577,58028819.54110952,21.91,False
8958,3770289,0.0326617897,28169.1747443187,38529820.274190985,26.3,False
8959,3838865,0.1032856481,34157.1097723249,43464453.83628963,23.8,False
8961,3591883,0.6516883822,60991.950919659765,39560488.77897828,19.8,False
8962,3655738,0.1132504611,60125.92734048106,50017051.71588957,23.6,False
8963,3824058,0.0594346868,32165.60068666219,43834960.05886167,25.0,False
8964,3837539,0.0358129403,27130.612242896525,32495301.173496984,26.1,False
8965,3959218,0.1682828966,62176.3289274008,26766185.4188047,22.74,False
8972,3183842,0.1361570015,45724.70858031595,27796461.50643796,23.2,False
8973,54016611,0.7835017643,100750.0483533944,58646020.33679526,19.4,False
8980,3838021,0.0472106499,66097.4649521637,23170950.035083577,25.5,False
8981,3842655,0.0149293183,30517.621642797803,33720779.08312673,28.0,False
8982,3959222,0.1241766613,59670.53008101682,47386744.030295245,23.4,False
8985,54144299,0.0227007381,51657.481098534015,40607650.477356665,27.09,False
8987,3170210,0.4943561926,51403.3660763406,51218601.88752653,20.4,False
8990,54054685,0.130028927,12607.5174561696,54253224.69728915,23.3,False
8992,3643997,0.1729975604,70807.99896278293,37683827.65513559,22.68,False
8994,2504074,2.6917825833,123802.19526049691,46619235.6940415,16.72,False
8996,3172316,0.3420109247,49391.158964798145,21180369.45256558,21.2,False
9001,2368790,0.648694146,51311.974817519425,52997870.86133127,19.81,False
9003,3172313,0.1879489824,45680.13039409057,16473977.58013614,22.5,False
9005,3986848,0.0450858206,50147.3457166072,36933838.394042656,25.6,False
9009,3743128,0.063101543,14643.2700765336,19924959.28428311,24.87,False
9011,3772844,0.0247765013,43472.213503847895,30070515.34198253,26.9,False
9013,3836970,0.2844722965,60211.865618406,49230039.820092574,21.6,False
9017,3591759,0.0542050786,45917.70561624823,7189783.520811386,25.2,False
9022,54248454,0.0527278398,48431.196882432865,42529379.45751019,25.26,False
9027,3486442,0.2355266087,55818.41052542069,43586647.28848148,22.01,False
9028,3653686,0.3266178974,34726.41286669985,25891020.428713173,21.3,False
9030,2450270,0.4508582062,46933.53151825855,17657571.89467833,20.6,True
9031,3172325,0.0941976306,13611.407551654149,26094810.59835396,24.0,False
9032,3266033,0.0494356193,47223.87431907493,30246868.565804124,25.4,False
9034,3740497,0.4305662442,104203.10570134105,61601290.05970067,20.7,True
9038,54269642,0.1185877909,81175.43128464026,38288779.46164168,23.5,False
9039,2399611,0.8318403423,30336.055643450414,60221685.25442264,19.27,False
9040,2474532,1.0569147985,21779.2371374489,34430501.527364135,18.75,False
9044,3596491,0.2978790628,97920.46803950489,18662351.98890389,21.5,True
9048,3836138,0.0651688382,59103.9339803832,37216281.54057073,24.8,False
9049,3838085,0.0472106499,37933.361698469285,41470590.463152565,25.5,False
9056,2310442,0.6368541435,63107.56453958843,43442328.8423891,19.85,True
9058,3174196,1.4257388333,128200.31673744475,39655253.51245384,18.1,False
9059,3555886,0.0494356193,71635.3670016279,36081061.09021543,25.4,False
9062,2450263,0.9419763057,52322.1954497345,39293845.71500772,19.0,True
9063,2456946,0.3404395273,54334.3934559163,37762048.44992656,21.21,False
9065,3766128,0.0358129403,42315.84630610269,40726426.21019418,26.1,False
9066,54016545,0.0542050786,47548.17925506381,38104013.56599289,25.2,False
9067,54048846,0.1032856481,24307.11379661635,22381920.60531524,23.8,False
9068,3170209,0.7835017643,151863.9929102808,39915192.72187502,19.4,True
9069,3174197,0.0766372617,62409.9919700948,3110655.590594908,24.448,False
9071,3662960,0.0946324271,19749.5416202255,49264602.47066366,23.99,False
9072,2538644,0.744800533,110498.99982496184,42177454.128995076,19.51,False
9074,3600237,0.0247765013,34860.62649179546,35854911.90324616,26.9,False
9075,3620667,0.1127301225,14674.1518868399,22623532.774159946,23.61,False
9077,3766592,0.2060819612,26553.364905893864,43523379.88127721,22.3,False
9081,3837860,0.2477650126,78959.15973104606,41909876.740556926,21.9,False
9090,54134663,0.0234444462,25537.91476204227,32525999.01171593,27.02,False
9096,54105106,0.1127301225,40821.18105543964,47139754.047692366,23.61,False
9097,54236542,0.0276719637,29429.892947985518,25645580.391956955,26.66,False
9099,3172322,0.0748238376,19912.74396457947,28143753.644806575,24.5,False
9100,3174186,0.0358129403,23599.5721340951,1479265.281888499,26.1,False
9101,3644231,0.6310154296,59127.2890267817,39603237.18115123,19.87,False
9102,3843735,0.0284472297,50919.22678526134,35515216.6867966,26.6,False
9104,54218589,0.0277996916,36173.21045370225,39749730.117439814,26.65,False
9107,3169270,0.828018383,49599.545332927,32180404.10855513,19.28,False
9108,3483649,0.1361570015,42451.43328045699,43615762.973777644,23.2,False
9109,3513050,0.0271668934,40502.9455292751,43027401.56150878,26.7,False
9110,3667091,0.0430566244,41939.70990251415,31043006.36841379,25.7,False
9111,3682527,0.0342010925,65031.524788509545,20270462.79561182,26.2,False
9112,3699894,0.0651688382,45490.3619437373,36069137.32466804,24.8,False
9113,3761738,0.0783501764,31236.98026961284,48313006.13548465,24.4,False
9118,3608729,0.0517654482,47118.33573343373,47241433.058254965,25.3,False
9119,3841505,0.0450858206,49266.42626938385,43574588.308376245,25.6,False
9120,54244537,0.1052058716,27877.5796466671,23731416.81345128,23.76,False
9121,54245809,0.0485333175,32682.594174495574,37562258.61559232,25.44,False
9126,54171310,0.7145621017,97990.91136774264,55893043.43227019,19.6,False
9129,3733132,0.1081533507,12311.900009872666,48051530.761012316,23.7,False
9130,54017541,0.3266178974,48658.16561728555,57702401.44578872,21.3,False
9132,2006063,3.8022439609,85720.39360727677,30530736.68008147,15.97,False
9133,2172722,1.7379608086,83289.58449200657,41658264.609840035,17.67,False
9134,2331876,0.4853331752,65291.575608126215,31626424.663760997,20.44,True
9137,3092249,0.0714562102,84045.7981663794,49543466.768066205,24.6,False
9138,3465236,0.0783501764,21372.60790445276,32762386.386688154,24.4,False
9139,3515471,0.1081533507,15603.164986456573,47514965.95701689,23.7,False
9140,3680936,0.2716689341,71362.03220452822,41255194.61641938,21.7,True
9143,3893488,0.0542050786,32256.421495428,12068677.219234386,25.2,False
9147,2259221,0.8434123941,120835.99944559098,49699426.28374801,19.24,False
9150,3174184,0.0783501764,37541.731864534064,11744120.188236777,24.4,False
9152,3797702,0.0748238376,40815.73436351446,28887772.750114262,24.5,False
9153,54016769,0.0375007522,23914.616387622544,27045210.60657933,26.0,False
9154,54231779,0.1690596552,15677.86584875285,42862776.222158164,22.73,False
9156,2526449,0.9683669947,70169.86963956218,67510262.55982593,18.94,False
9158,3704143,0.7482383761,66322.0838297138,38076010.44814607,19.5,False
9159,3744153,0.4467247133,73168.94881336819,41318682.73920866,20.62,True
9160,3755939,0.1361570015,37823.43140470922,43727206.71818704,23.2,False
9161,54034191,0.2978790628,50842.75091009126,44419909.576979764,21.5,False
9162,2012711,3.7328451875,79750.67490155534,60352660.697366595,16.01,False
9164,2259802,1.0472249454,57755.066159507995,62858547.01992154,18.77,False
9165,3169271,0.2366137501,41856.7309531348,11799249.091718044,22.0,True
9168,3769401,0.0859092601,84739.53776017154,38575147.122312926,24.2,False
9170,3838137,0.0375007522,65160.769909389535,27054490.014994666,26.0,False
9172,3174198,0.1425738833,39154.6145019294,7817927.898848548,23.1,False
9173,3445546,0.1563291544,37931.29659888637,28864900.014448173,22.9,False
9177,2523971,0.320656449,41893.644953439376,54354290.2263909,21.34,False
9178,3836860,0.3926810818,7349.61577495745,49465959.363629855,20.9,False
9180,3838031,0.0783501764,70249.70494282003,40822070.2773462,24.4,False
9181,54016353,0.0124176661,23566.00862822273,35785295.73658634,28.4,False
9184,2199145,1.3490870665,90890.3155077953,54454443.328163944,18.22,True
9186,3170232,0.9863702813,83226.36378905145,51860537.39175929,18.9,False
9188,3559909,0.0859092601,50262.22358113312,45381044.0169116,24.2,False
9190,3710559,0.0171411509,42355.81338063745,16231968.41594392,27.7,False
9191,3739963,0.2366137501,32126.46880079113,46174854.8479242,22.0,False
9193,3781315,0.0411187571,47892.46437704749,39385340.32631051,25.8,False
9197,3838035,0.2844722965,33140.293764471,56942295.77035636,21.6,False
9199,2382825,0.8204270649,57901.353689806616,49508055.16454266,19.3,True
9200,3378560,0.0342010925,43790.26279524395,37710800.46781664,26.2,False
9204,3797908,0.1425738833,59514.66348204971,44562089.92282641,23.1,False
9205,2006239,1.1913516723,48078.083620798396,40564667.62777048,18.49,True
9208,3248972,0.0748238376,32644.433901987803,43216175.83319421,24.5,False
9211,3742874,0.0859092601,49819.52015083128,40931827.11770546,24.2,False
9213,54167171,0.0283165265,44393.700058694834,30130745.943393838,26.61,False
9214,2138727,0.9419763057,69637.55670120484,36409817.81064115,19.0,True
9216,3174205,0.0494356193,56514.823369542,685972.535725984,25.4,False
9217,3175325,0.1081533507,51121.4320689682,1444885.746590189,23.7,False
9219,3709453,0.1361570015,41308.893234001385,36474040.81576304,23.2,False
9221,54239833,0.0883161196,38570.0603199302,22786339.90420425,24.14,False
9222,2153201,0.8054525833,95186.41056656757,40524308.13183477,19.34,True
9223,3172333,0.1879489824,20055.374256023577,40076624.26584514,22.5,False
9224,3291350,0.4305662442,57451.111319061776,48363197.74489796,20.7,False
9226,3779046,0.0517654482,26169.09875112904,23841163.11737135,25.3,False
9227,3799709,0.0206081961,36998.393719675965,36848371.87728152,27.3,False
9228,3986683,0.0714562102,32002.07945519652,30849034.251962334,24.6,False
9233,2090416,1.1325046106,44616.8828208998,12137343.262395548,18.6,True
